date,1INCH,AAVE,ADA,ALCH,ALGO,ANKR,APE,APT,AR,ARB,ASTER,ATOM,AVAX,AXS,BAND,BAT,BCH,BLUR,BNB,BNT,BONK,BSV,BTC,CAKE,CELO,CFX,CHZ,COMP,CRV,CVC,DASH,DOGE,DOT,EGLD,ENA,ENJ,ENS,EOS,ETC,ETH,ETHW,FARTCOIN,FET,FIL,FLOKI,FLOW,GALA,GMT,GRT,HBAR,HOT,HYPE,ICP,ICX,IMX,INJ,IOST,IOTA,IP,JASMY,JST,JUP,KAS,KAVA,KSM,LAYER,LDO,LINK,LRC,LTC,LUNC,MANA,MASK,MEMEFI,MINA,MKR,MORPHO,NEAR,NEO,NOT,OGN,OM,ONDO,ONE,ONT,OP,ORDI,PENGU,PEPE,POL,PUMP,QNT,QTUM,RENDER,RSR,RUNE,RVN,S,SAND,SEI,SHIB,SNX,SOL,STORJ,STX,SUI,SUSHI,SXP,T,TAO,THETA,TIA,TON,TRB,TRUMP,TRX,TWT,UMA,UNI,VET,VIC,WIF,WLD,WLFI,XCN,XLM,XMR,XRP,XTZ,YFI,ZEC,ZIL,ZRO,ZRX
2022-02-05,113.52390289,128.41584778,124.74825287,,133.40939331,276.04666138,,,176.64343262,,,119.66137695,194.83158875,82.78404999,164.60578918,175.00018311,137.38092041,,140.51974487,,,,202.31790161,,78.12563324,,181.06915283,114.68917084,99.20439911,,94.65801239,141.74894714,119.48394012,139.58824158,,178.70758057,190.82185364,134.89553833,190.01043701,266.01745605,,,,129.10363770,,,136.69483948,,237.91178894,167.19036865,130.82067871,,179.44195557,152.80474854,,,227.28840637,117.73209381,,,,,,136.27522278,97.69051361,,,142.32427979,54.94667435,119.86164093,,197.75610352,196.49160767,,,241.46571350,,88.37777710,214.42631531,,163.86668396,,,59.70210266,193.46948242,,,,,,,,167.82742310,,135.11718750,124.40623474,124.88784790,,194.46049500,,155.61480713,243.77468872,176.67236328,121.49016571,,,77.03900909,164.19731140,,,149.44793701,,,198.03874207,,170.44630432,,,41.09146500,184.25823975,,,,,,67.91647339,-32.62407684,125.23731995,225.54226685,148.75531006,126.50896454,189.65008545,,228.84657288
2022-02-06,115.67382812,136.33004761,128.00218201,,138.82334900,272.40707397,,,185.01892090,,,119.64020538,203.27703857,80.88952637,167.54342651,180.66580200,149.05625916,,153.72555542,,,,205.43383789,,76.40192413,,188.81774902,116.98397064,111.24622345,,97.26943207,141.84004211,131.39630127,133.66099548,,179.84718323,189.71240234,159.76423645,208.06816101,279.85031128,,,,131.87055969,,,146.21640015,,235.16217041,177.73069763,131.93792725,,184.27207947,162.38702393,,,225.10781860,125.75509644,,,,,,139.27987671,104.82018280,,,155.11560059,27.70710373,135.27053833,,204.65199280,204.19810486,,,253.92613220,,97.18581390,223.55253601,,167.76419067,,,58.70039749,203.63800049,,,,,,,,192.34111023,,136.89306641,127.86968231,127.07648468,,209.90954590,,153.07917786,234.22064209,189.16078186,136.83468628,,,80.69551849,172.28961182,,,164.10502625,,,217.61296082,,188.30014038,,,39.79780579,183.96160889,,,,,,78.80834198,-1.08275926,132.39276123,231.41105652,144.85594177,130.05712891,193.81059265,,229.85110474
2022-02-07,120.77274323,143.13473511,131.54168701,,134.11923218,274.15692139,,,172.71034241,,,128.47181702,209.75489807,106.17390442,144.42160034,185.30058289,154.79028320,,151.04840088,,,,207.73713684,,74.34600067,,196.93922424,120.27244568,113.72450256,,103.06986237,144.26971436,136.58013916,127.87817383,,179.60282898,178.99310303,174.59823608,228.04907227,293.33941650,,,,136.02578735,,,169.15885925,,231.79826355,183.36344910,135.27348328,,189.05541992,170.26512146,,,225.60308838,119.36226654,,,,,,141.08285522,114.23059082,,,160.70552063,29.55154800,152.51995850,,208.59413147,202.81608582,,,249.44046021,,111.92009735,217.64062500,,175.71421814,,,63.25210953,207.50578308,,,,,,,,218.43307495,,116.20462799,130.24758911,132.94175720,,212.94561768,,154.40217590,227.40672302,202.97338867,148.67416382,,,77.80246735,171.09588623,,,173.23880005,,,235.67707825,,204.04470825,,,32.20356750,170.97032166,,,,,,100.48900604,35.10724258,140.98376465,239.03665161,121.66336823,138.83886719,200.25129700,,229.97875977
2022-02-08,120.64695740,146.18896484,134.03871155,,135.03521729,267.52124023,,,165.99569702,,,134.07342529,206.02482605,113.05028534,157.31793213,187.81504822,164.21533203,,154.99639893,,,,205.55166626,,73.62386322,,199.23587036,126.06537628,124.70912170,,115.94335938,148.75863647,145.21295166,128.72979736,,179.53494263,159.56793213,190.08470154,243.70277405,289.86474609,,,,142.29579163,,,183.47431946,,229.34616089,183.83088684,137.28211975,,184.27496338,170.55975342,,,224.19039917,128.16101074,,,,,,141.42298889,119.33943939,,,164.34640503,25.67958832,165.65367126,,207.60198975,205.99916077,,,233.39265442,,111.37005615,223.77514648,,170.46315002,,,58.56245804,228.45989990,,,,,,,,228.56930542,,105.27217865,141.33837891,121.55011749,,209.78106689,,157.28092957,221.16777039,204.96148682,154.59378052,,,74.89193726,172.53082275,,,183.74493408,,,241.25425720,,216.46247864,,,39.22764587,160.45413208,,,,,,128.22729492,70.67787933,161.91131592,244.80436707,115.31732941,147.82945251,206.76234436,,225.01158142
2022-02-09,113.76076508,150.70898438,129.65893555,,131.50828552,258.45495605,,,150.29718018,,,134.07540894,199.18460083,108.83346558,164.38571167,176.03257751,163.92189026,,146.70578003,,,,201.02148438,,68.56628418,,195.66716003,128.54490662,127.40653229,,117.91050720,145.65148926,149.35302734,123.83215332,,175.17741394,150.81971741,199.07603455,255.55123901,283.69427490,,,,146.56311035,,,196.45219421,,222.23693848,181.20423889,140.05207825,,181.03099060,161.53826904,,,202.84643555,142.92462158,,,,,,146.13568115,129.01850891,,,163.80381775,13.26554871,175.53158569,,208.60469055,202.06129456,,,223.73228455,,104.42318726,224.80863953,,169.32902527,,,46.26737976,250.03578186,,,,,,,,232.79241943,,93.33150482,141.22042847,112.52397919,,199.68731689,,158.23193359,206.67085266,197.97528076,164.75421143,,,74.00002289,170.09445190,,,189.75643921,,,246.27702332,,221.26206970,,,33.00290680,156.44425964,,,,,,144.64379883,92.60919952,177.43333435,251.51106262,93.82592010,149.70518494,209.67793274,,223.94316101
2022-02-10,114.64355469,158.50599670,133.30151367,,133.97732544,236.63232422,,,138.63932800,,,139.08624268,200.12052917,88.85028839,183.76638794,167.67683411,173.68493652,,146.15374756,,,,196.77142334,,74.45164490,,203.39646912,122.65279388,127.13910675,,129.44618225,144.47326660,158.81028748,121.55094147,,172.54359436,136.10534668,215.86630249,277.61816406,281.46463013,,,,150.36526489,,,206.50419617,,217.32546997,184.77154541,144.70518494,,181.20837402,152.24461365,,,190.10942078,150.94470215,,,,,,149.37030029,125.21915436,,,157.73321533,3.63523817,194.41812134,,199.11351013,197.28407288,,,212.25189209,,101.99005890,226.64097595,,176.54277039,,,51.28080750,262.45755005,,,,,,,,240.72541809,,87.91349030,137.05007935,109.49760437,,193.63050842,,162.04034424,199.97151184,192.16862488,159.52264404,,,67.33932495,166.44561768,,,200.49420166,,,253.14871216,,232.07180786,,,42.42417526,155.17956543,,,,,,167.13078308,129.37747192,195.01495361,255.77124023,79.01498413,148.66070557,213.61344910,,210.38031006
2022-02-11,110.03246307,161.00801086,133.07667542,,120.58010864,219.30924988,,,96.85339355,,,125.75875092,198.52009583,80.34302521,204.75636292,167.36633301,181.29354858,,145.67533875,,,,188.08729553,,65.54447937,,195.47975159,118.46792603,116.79299927,,133.92851257,138.03131104,151.00718689,115.97265625,,160.82672119,115.92824554,218.32289124,285.48724365,268.61087036,,,,146.95925903,,,206.28527832,,205.65681458,183.78022766,141.33537292,,170.15608215,149.32640076,,,173.80465698,152.59085083,,,,,,143.38836670,123.10025787,,,149.48562622,-9.19685745,206.20956421,,179.17480469,184.61120605,,,189.98536682,,83.44098663,232.45196533,,180.68038940,,,44.06508636,266.80609131,,,,,,,,247.71986389,,77.47799683,128.57594299,111.91688538,,177.73077393,,160.28863525,186.13256836,172.02526855,153.10717773,,,66.19367218,152.73484802,,,221.95983887,,,253.82658386,,243.76242065,,,36.95715714,146.73728943,,,,,,182.80413818,167.81936646,205.84478760,246.45930481,49.49359894,147.54953003,215.74519348,,209.71868896
2022-02-12,105.81372070,153.20950317,125.75328064,,107.78920746,203.21185303,,,64.96973419,,,104.88452148,193.67848206,77.85256958,227.63943481,160.54847717,174.67213440,,144.60380554,,,,178.32635498,,55.53006363,,189.26582336,114.34236908,92.42358398,,118.25516510,130.70475769,133.06622314,121.73109436,,150.65557861,97.16992950,211.37921143,289.51950073,250.99700928,,,,140.79679871,,,202.98713684,,186.86589050,182.27127075,144.68511963,,161.54238892,141.55371094,,,165.11529541,162.75729370,,,,,,133.57604980,104.61400604,,,134.67317200,-12.24696350,206.31823730,,164.06384277,165.16088867,,,170.34555054,,65.32830048,227.98193359,,179.27508545,,,37.21692657,269.63998413,,,,,,,,247.01576233,,77.63111115,121.64630890,100.88571167,,168.23529053,,160.18194580,178.76480103,143.32527161,151.31369019,,,54.87922668,148.28385925,,,242.52166748,,,252.39157104,,241.11921692,,,37.05056763,138.86560059,,,,,,179.04750061,191.58274841,208.16891479,241.88522339,24.70086288,152.40228271,222.05787659,,195.89108276
2022-02-13,103.75370026,147.32273865,120.29820251,,106.54658508,190.25129700,,,53.99828720,,,92.89425659,188.96630859,79.80625153,227.33274841,148.09724426,174.77621460,,145.43794250,,,,171.90443420,,52.98122025,,183.17916870,111.42402649,76.80195618,,116.47127533,126.15855408,126.97412109,128.41227722,,150.69709778,93.30367279,214.51925659,283.63018799,243.01405334,,,,137.07206726,,,207.39215088,,180.07423401,179.96969604,141.87399292,,136.55081177,140.99716187,,,153.97100830,170.62811279,,,,,,125.72218323,93.88847351,,,124.89599609,-5.31994629,220.82720947,,151.95408630,155.90406799,,,154.57063293,,47.00192261,210.12916565,,172.35659790,,,35.36091232,290.58749390,,,,,,,,244.97308350,,77.61978149,108.67910004,98.55611420,,163.05894470,,161.37988281,169.14344788,121.47576141,151.05860901,,,52.87199783,153.40667725,,,261.87911987,,,251.95491028,,239.67486572,,,32.48828888,124.55071259,,,,,,192.10293579,214.36151123,225.11492920,235.82554626,12.02553177,163.56179810,218.65087891,,184.15379333
2022-02-14,100.60567474,142.97839355,109.75857544,,98.05776215,181.17085266,,,41.02659225,,,59.11493683,179.85905457,84.99816895,210.70135498,137.62507629,187.53993225,,151.34902954,,,,165.21612549,,38.42504883,,177.84849548,105.10671997,58.59444046,,111.84127808,134.47393799,123.94010162,135.86289978,,150.21417236,89.46538544,208.62893677,282.99185181,230.34147644,,,,132.77398682,,,206.99165344,,176.69055176,168.32241821,140.23847961,,126.34716797,138.19233704,,,143.16481018,160.68367004,,,,,,113.46768951,79.63355255,,,113.93856049,1.00570059,227.67266846,,142.96992493,155.19741821,,,133.89358521,,29.47122192,213.19313049,,167.11764526,,,22.26662827,287.29577637,,,,,,,,243.82623291,,77.03234100,104.95832825,92.44222260,,152.57696533,,166.27749634,157.63591003,102.64186859,142.28512573,,,49.07720566,147.29277039,,,270.22900391,,,257.96347046,,240.41448975,,,49.49178696,121.67671967,,,,,,205.63557434,242.10324097,238.15060425,225.64213562,-8.18477345,175.27658081,214.67510986,,159.43579102
2022-02-15,99.83594513,133.82098389,100.01634216,,89.68029785,170.04222107,,,23.95409203,,,43.81586456,171.18872070,87.92526245,211.96641541,124.55460358,202.90350342,,142.53698730,,,,157.39590454,,31.22689629,,169.15003967,95.87935638,47.87620544,,118.48425293,128.21728516,115.92530823,133.58770752,,153.05059814,78.05120850,196.54737854,276.97854614,215.32218933,,,,128.81466675,,,206.72473145,,164.89384460,164.83743286,134.70755005,,123.85660553,129.24166870,,,135.96066284,158.99699402,,,,,,101.26278687,49.87047195,,,103.47207642,11.94840336,223.39680481,,137.85223389,132.81745911,,,116.79893494,,3.07787585,192.43450928,,159.42820740,,,8.16914463,273.12130737,,,,,,,,223.07444763,,70.16287231,99.53020477,87.55158234,,141.80838013,,162.77809143,150.73509216,79.46208954,131.51887512,,,41.77784729,150.17805481,,,269.70837402,,,245.57104492,,235.00502014,,,61.90555954,120.13609314,,,,,,200.45550537,238.32147217,243.70895386,221.16709900,-20.75741196,195.87127686,200.02481079,,138.22177124
2022-02-16,97.70528412,127.49719238,95.76235199,,85.38525391,163.64387512,,,8.13526726,,,41.28288651,172.66159058,91.61756897,213.90051270,112.13050842,204.54389954,,144.74127197,,,,151.14985657,,29.36711121,,171.93118286,93.65220642,51.25522232,,112.79208374,123.86872101,111.74669647,129.24511719,,163.12719727,63.22259140,192.42755127,274.52447510,204.99713135,,,,130.04487610,,,202.47355652,,183.40879822,165.81079102,133.43058777,,120.08841705,117.81722260,,,133.45880127,159.38929749,,,,,,92.73101807,25.59814835,,,99.12821960,14.05248642,220.12713623,,139.05267334,118.63162994,,,116.64770508,,-13.64603806,179.95277405,,156.66217041,,,3.73172474,271.19149780,,,,,,,,228.72830200,,67.46884155,95.88847351,84.27224731,,130.81822205,,162.36247253,147.88838196,65.74673462,125.48407745,,,39.31462479,147.87469482,,,262.55508423,,,244.48580933,,226.91537476,,,68.71003723,123.03131866,,,,,,194.05953979,241.77375793,247.44461060,219.38215637,-22.84060669,197.83155823,192.44471741,,133.21374512
2022-02-17,92.95778656,123.63002014,90.46768188,,84.79438019,156.50238037,,,-5.22133493,,,36.27868271,178.14015198,73.90246582,234.65589905,96.81194305,208.11128235,,147.51905823,,,,144.05844116,,23.29437256,,168.48294067,93.59535980,60.06581116,,132.76324463,119.03677368,104.68269348,126.66654205,,167.46994019,55.36713791,190.41304016,268.90017700,194.19311523,,,,136.47492981,,,193.74494934,,195.47760010,166.63925171,133.71885681,,118.45394135,118.73772430,,,128.73016357,149.51060486,,,,,,92.86930847,-8.16679478,,,93.96699524,0.53605163,213.80853271,,140.07478333,115.05940247,,,123.50488281,,-26.74002266,194.49664307,,151.40896606,,,-3.33799934,265.82806396,,,,,,,,237.49864197,,94.64038086,97.57198334,78.13111877,,112.06561279,,155.30514526,143.17602539,52.69404984,115.05445862,,,39.34222794,145.86808777,,,256.66107178,,,227.77178955,,220.76383972,,,71.40862274,118.91409302,,,,,,177.65887451,240.85050964,252.58631897,213.43878174,-8.93737793,195.10122681,181.87986755,,128.63047791
2022-02-18,84.34058380,105.82443237,79.29457855,,65.27181244,153.37451172,,,-39.75054169,,,34.40512085,180.37417603,61.31122589,239.49407959,74.51717377,193.75602722,,134.40823364,,,,130.77807617,,24.33071136,,161.84835815,82.20482635,47.63841629,,120.82029724,106.70803833,88.56190491,123.37899780,,154.09507751,37.72999573,162.10342407,252.33973694,176.74761963,,,,124.93598175,,,182.26464844,,190.27017212,163.41763306,128.44978333,,106.13641357,119.12299347,,,126.47061920,147.37528992,,,,,,91.20362854,-32.84032059,,,71.46542358,-12.11851501,191.74018860,,142.99101257,92.99356079,,,122.57918549,,-43.45275116,192.47531128,,149.15869141,,,-12.31271076,252.58859253,,,,,,,,231.32177734,,86.10211945,89.75125122,77.58737946,,92.41366577,,144.44915771,140.27296448,34.02278137,103.60218048,,,31.34420395,139.28016663,,,241.36456299,,,207.72473145,,212.92254639,,,56.81988525,108.26394653,,,,,,141.29055786,213.56553650,237.64041138,203.04705811,-11.27087498,181.49684143,169.35598755,,111.49554443
2022-02-19,82.86619568,87.65654755,70.53359985,,54.26365280,153.85986328,,,-71.69134521,,,31.05600357,178.54074097,59.59803772,258.91860962,63.91065979,182.96600342,,133.89387512,,,,121.08937073,,28.21487999,,159.68318176,72.56503296,37.80111694,,125.84143066,98.94839478,74.21254730,126.67838287,,142.21142578,31.72080421,138.17236328,234.08778381,162.46673584,,,,114.96104431,,,170.79238892,,186.60121155,159.50265503,129.24449158,,101.14485168,122.99876404,,,130.99395752,141.24891663,,,,,,88.40042877,-61.63115692,,,55.58452988,-13.35040665,177.50862122,,139.95153809,77.61167908,,,113.85567474,,-41.47074890,211.96463013,,141.46307373,,,-11.51871109,251.69918823,,,,,,,,233.35142517,,78.35379791,87.19055176,62.59458923,,77.78846741,,137.82469177,136.83877563,18.44232559,91.15906525,,,21.60058212,137.81138611,,,229.49362183,,,190.97865295,,206.60716248,,,52.13571548,106.02922058,,,,,,108.26828003,182.52978516,226.32733154,191.28781128,0.40591642,168.17475891,164.58168030,,88.04708862
2022-02-20,76.99620056,67.50133514,57.50016785,,42.31988907,156.76899719,,,-101.87780762,,,20.70251083,175.00637817,58.59687805,273.59710693,49.36914825,163.50405884,,129.38294983,,,,109.07729340,,20.99129295,,153.33905029,70.14231110,13.99365044,,116.74935913,93.33486938,60.67226791,125.50101471,,128.80398560,29.24767494,116.20623016,215.69648743,142.32751465,,,,108.55509186,,,155.94221497,,179.02386475,156.16830444,127.90496063,,103.10247040,130.75970459,,,132.95866394,146.50007629,,,,,,93.97975159,-61.03038025,,,42.26980209,-3.88798523,159.49052429,,135.26683044,66.83155823,,,108.03108978,,-48.82300186,226.00415039,,135.22311401,,,-23.25974464,248.57575989,,,,,,,,217.46826172,,78.30475616,83.38269043,58.94076920,,60.69166565,,128.09112549,131.18809509,7.80219173,88.92739105,,,22.79969978,139.15306091,,,218.29449463,,,184.26757812,,199.17231750,,,41.49772644,104.04962158,,,,,,96.26212311,153.22496033,223.41604614,179.61791992,-1.70848596,180.11999512,158.69537354,,80.41082764
2022-02-21,71.95305634,49.42282486,44.06658173,,30.21820450,156.49452209,,,-98.43231964,,,18.41329193,167.37109375,67.15681458,266.71755981,25.66908455,144.86381531,,117.34057617,,,,99.87873077,,24.77643394,,155.54829407,70.24561310,1.15559769,,106.45118713,87.00481415,51.00463867,128.03613281,,124.97798920,35.36828995,103.68765259,194.45567322,132.30145264,,,,99.98754883,,,154.33926392,,179.53314209,151.09954834,126.26974487,,103.25647736,129.14076233,,,132.89620972,153.55369568,,,,,,93.77615356,-58.31208801,,,36.99334717,10.71234989,142.03454590,,135.88832092,59.78430939,,,108.25270844,,-48.55152512,234.01104736,,124.56034088,,,-23.94011879,243.00122070,,,,,,,,212.64822388,,74.66798401,80.21684265,57.11268616,,53.96527481,,123.89053345,128.42639160,15.16149235,86.60810852,,,11.02984619,147.52069092,,,182.03376770,,,179.38130188,,188.25837708,,,35.29865646,108.20571136,,,,,,74.54902649,117.74755859,214.74006653,168.97288513,12.11153603,179.75997925,157.81744385,,73.67546082
2022-02-22,71.91023254,46.61909866,41.04087448,,28.82549286,156.18363953,,,-94.41313934,,,23.91750336,167.15037537,72.97444916,250.22865295,14.88433647,140.57322693,,111.36024475,,,,94.40745544,,33.92749405,,156.12626648,71.01502228,-7.07808161,,112.57759857,82.02284241,45.89715576,122.90814972,,121.14242554,43.38264847,99.04785919,175.53634644,126.54193878,,,,98.88101196,,,154.08793640,,184.97439575,152.24554443,121.72396088,,107.93883514,136.91944885,,,136.73207092,144.05690002,,,,,,102.61518860,-41.98423767,,,37.67356491,26.03493881,130.46501160,,139.78041077,69.50538635,,,108.85107422,,-43.60115433,236.46240234,,119.90776825,,,-23.59762955,247.16815186,,,,,,,,215.63948059,,78.81073761,85.90397644,63.38742447,,44.60976791,,120.91065979,128.44105530,15.39383411,92.16545105,,,10.64078140,158.25486755,,,146.48106384,,,185.19845581,,186.55433655,,,36.54502487,117.07202148,,,,,,63.49474335,100.41574097,210.18408203,147.63557434,25.70824814,175.00062561,156.24850464,,78.66152191
2022-02-23,74.06623077,47.53032684,41.11207962,,24.53098297,156.37872314,,,-99.36241913,,,30.15567398,169.12014771,72.83205414,237.07055664,4.96218443,130.98420715,,106.12097168,,,,90.61258698,,44.93583679,,159.11172485,70.82189178,-10.42316723,,113.63228607,76.78258514,35.29217911,119.41263580,,115.17788696,49.99523926,98.51590729,163.57246399,120.19168091,,,,98.40419769,,,156.01853943,,188.72779846,155.58172607,122.55384827,,109.89736176,141.79966736,,,139.11219788,134.05305481,,,,,,113.48310852,-30.60016251,,,42.79358673,37.07417297,118.82910156,,146.99415588,72.13478851,,,106.85250854,,-37.03800964,244.55949402,,123.30216217,,,-17.20449829,237.52430725,,,,,,,,215.38014221,,83.42007446,95.50323486,59.55950165,,35.34878540,,119.13597107,130.35482788,17.82802582,95.25295258,,,8.75095558,165.52284241,,,115.02214813,,,191.44245911,,181.66677856,,,45.26803589,125.38248444,,,,,,50.41646957,77.83446503,198.88003540,126.98545837,39.84909058,170.99108887,157.33380127,,81.98141479
2022-02-24,82.93000031,50.27463913,51.42065811,,26.74655533,152.17872620,,,-86.87448120,,,54.05243683,177.18003845,76.14274597,249.76974487,-4.43842649,115.94466400,,105.03237152,,,,90.64251709,,68.57802582,,159.63198853,77.40762329,-4.67922258,,116.93062592,60.52151108,31.00727654,116.85063934,,110.55429077,65.05694580,102.71482849,149.25357056,115.24404907,,,,99.98099518,,,156.94731140,,187.30992126,166.93444824,128.11294556,,113.28124237,148.62457275,,,145.49127197,118.68511200,,,,,,124.47173309,-17.09238243,,,48.37163544,53.13069153,113.84589386,,149.61486816,73.86408234,,,119.57854462,,-27.08926773,244.80897522,,117.96524048,,,-5.65559149,233.38175964,,,,,,,,212.55920410,,86.52404785,99.78463745,66.75912476,,32.83617401,,117.37174225,131.57521057,27.64820671,96.81742859,,,15.72913074,183.36088562,,,96.54642487,,,202.81431580,,183.30897522,,,49.20160294,121.03587341,,,,,,51.52491379,59.18717957,193.35542297,115.62901306,55.46605682,165.22009277,159.70706177,,90.48622894
2022-02-25,85.88188171,45.61197281,61.81888199,,27.73088837,156.81462097,,,-70.86380005,,,62.98240662,180.29901123,84.93824768,238.45968628,3.08757973,106.44794464,,103.71932983,,,,91.18435669,,91.70941162,,164.83856201,84.48772430,-5.59600544,,108.01000977,63.79463196,33.18171692,115.77127838,,107.40609741,72.13594818,99.27880859,141.83702087,113.17980957,,,,100.93949890,,,159.86445618,,196.81913757,162.36102295,132.71548462,,115.55738831,155.75878906,,,144.29917908,111.51548767,,,,,,136.88633728,0.88198513,,,54.39253235,56.17535400,106.24433899,,154.31320190,86.69209290,,,145.50068665,,-15.35506058,258.29382324,,122.29645538,,,6.63690758,222.52052307,,,,,,,,215.39797974,,99.78198242,107.87888336,67.74291992,,35.50514221,,120.13118744,133.95352173,46.36753464,102.71207428,,,21.64477921,180.96136475,,,84.75555420,,,209.77191162,,182.25219727,,,56.36743164,117.25971222,,,,,,43.81855011,36.78976440,188.24975586,104.46693420,66.85095978,160.74794006,165.23297119,,99.11908722
2022-02-26,89.75289917,49.85047913,71.67778778,,32.15217590,158.54528809,,,-54.54773712,,,72.51712799,176.30694580,92.40661621,229.90730286,5.12405396,103.48197174,,91.99765778,,,,91.54804230,,110.65965271,,160.79121399,88.10701752,-14.39548397,,118.65431213,66.88805389,33.87586975,121.11968231,,100.28426361,94.52850342,93.43920898,136.37348938,111.15473175,,,,93.47084808,,,151.81953430,,177.09887695,155.54200745,140.24505615,,120.19232941,167.34513855,,,155.08534241,109.14040375,,,,,,145.50057983,23.19725037,,,58.26281738,65.25461578,100.43834686,,152.38917542,88.36244202,,,158.10298157,,-7.76360846,269.94775391,,128.28236389,,,20.51479721,217.13653564,,,,,,,,201.32032776,,109.13253784,106.99970245,74.60318756,,37.16463470,,123.90961456,133.61137390,54.49662399,105.33142853,,,23.51588249,181.22767639,,,81.12277222,,,214.92338562,,177.17619324,,,68.36351776,113.36344147,,,,,,42.17422867,15.37637711,188.45376587,96.98136902,65.51475525,161.14164734,168.94021606,,95.83580780
2022-02-27,98.05763245,50.75879669,86.56518555,,42.88562012,158.37832642,,,-31.85209656,,,87.50544739,170.75604248,97.40868378,213.62042236,10.73802662,105.73753357,,89.39886475,,,,93.55779266,,133.56765747,,159.12387085,88.00966644,-14.89483166,,109.16521454,74.67421722,45.75411224,123.86389160,,98.12183380,112.79962158,85.38396454,138.68063354,113.84024811,,,,84.51071167,,,148.32868958,,156.99349976,154.10270691,140.57522583,,126.67864227,168.19126892,,,161.02754211,119.64553833,,,,,,147.89608765,46.91980743,,,69.04583740,65.65062714,94.89093018,,148.88835144,86.99263763,,,161.68473816,,-0.94064820,254.10742188,,130.24549866,,,41.31085968,224.90158081,,,,,,,,184.50791931,,109.64605713,110.23486328,77.20087433,,42.63932800,,125.96510315,134.10697937,60.72002411,115.37615204,,,26.65816498,185.25494385,,,74.95959473,,,226.71498108,,178.42413330,,,88.06442261,124.77890015,,,,,,53.93838882,8.82477379,187.27937317,102.31861115,63.17608643,160.79589844,179.70220947,,91.07517242
2022-02-28,111.28768158,61.88774872,103.99533844,,60.35517883,159.66625977,,,10.93010616,,,92.44214630,167.42010498,114.83029175,214.10964966,18.31067657,113.61244965,,97.49588013,,,,99.72219849,,140.48522949,,159.50979614,98.97512817,-17.20765877,,110.44844818,86.07939148,62.87023926,130.21139526,,106.63674164,125.12538147,93.97611237,139.13125610,118.49384308,,,,104.26015472,,,150.20570374,,156.57554626,156.95417786,143.29087830,,144.13986206,169.16630554,,,164.82009888,121.43724060,,,,,,152.95596313,59.10091782,,,87.58824158,84.86785889,103.10950470,,146.54118347,91.45749664,,,169.87860107,,12.63192558,253.20965576,,136.92161560,,,60.67213440,232.41156006,,,,,,,,182.02381897,,118.75394440,110.10601044,82.36013794,,54.30099106,,126.41053772,133.28488159,73.19366455,126.82669830,,,40.57031250,196.14471436,,,78.36718750,,,235.83946228,,178.43336487,,,138.84169006,135.00427246,,,,,,66.56937408,17.16443634,188.03958130,98.96772766,65.20572662,167.87332153,186.40185547,,110.43368530
2022-03-01,121.66336060,79.14238739,126.49004364,,84.91519165,167.95997620,,,68.79962921,,,109.91711426,168.23477173,126.44451141,198.76699829,29.33290672,133.55075073,,112.13139343,,,,109.50975037,,154.92359924,,170.10549927,110.29323578,-2.33982468,,119.33169556,101.18524170,81.20327759,128.82701111,,123.57503510,140.51580811,114.03807068,153.35598755,131.67143250,,,,119.44790649,,,150.86213684,,164.81303406,161.41371155,151.02388000,,169.04754639,170.48231506,,,166.09588623,125.61968231,,,,,,161.17231750,81.31692505,,,107.70950317,96.76982117,110.23922729,,149.15008545,102.87515259,,,184.75813293,,18.93487930,237.64118958,,147.69018555,,,73.78608704,226.09356689,,,,,,,,171.23123169,,140.11067200,117.97848511,98.01479340,,56.86202240,,129.79563904,130.50683594,100.39270020,137.80543518,,,56.52111435,205.65573120,,,95.66614532,,,239.69024658,,180.02708435,,,179.88937378,148.03280640,,,,,,89.70494080,47.01176453,192.62817383,105.98087311,70.83510590,187.42376709,187.34725952,,125.84102631
2022-03-02,128.28283691,93.52010345,147.10229492,,102.95146942,176.77239990,,,107.37168884,,,132.01742554,169.44557190,138.94273376,185.37164307,42.64328003,152.84803772,,128.39793396,,,,123.03733826,,170.32554626,,180.05377197,119.65909576,23.35304642,,131.19366455,114.00650024,97.85395813,130.00895691,,142.41070557,155.25332642,129.77386475,164.66241455,146.20726013,,,,130.25019836,,,155.68937683,,171.91612244,161.43476868,159.19995117,,184.36090088,169.18627930,,,160.67453003,124.65603638,,,,,,161.39041138,96.67819214,,,126.13871002,95.48431396,117.73629761,,155.31553650,112.38000488,,,190.56571960,,45.34436798,232.50347900,,152.91546631,,,90.47916412,228.35894775,,,,,,,,180.72689819,,151.46644592,153.12820435,106.90341187,,64.82849121,,133.33796692,128.24896240,119.05618286,146.35330200,,,69.28137207,209.81427002,,,113.03667450,,,239.36515808,,180.46522522,,,200.43411255,158.26319885,,,,,,97.80046844,78.21169281,188.13073730,112.02012634,80.86008453,188.19375610,193.24740601,,137.69403076
