date,1INCH,AAVE,ADA,ALCH,ALGO,ANKR,APE,APT,AR,ARB,ASTER,ATOM,AVAX,AXS,BAND,BAT,BCH,BLUR,BNB,BNT,BONK,BSV,BTC,CAKE,CELO,CFX,CHZ,COMP,CRV,CVC,DASH,DOGE,DOT,EGLD,ENA,ENJ,ENS,EOS,ETC,ETH,ETHW,FARTCOIN,FET,FIL,FLOKI,FLOW,GALA,GMT,GRT,HBAR,HOT,HYPE,ICP,ICX,IMX,INJ,IOST,IOTA,IP,JASMY,JST,JUP,KAS,KAVA,KSM,LAYER,LDO,LINK,LRC,LTC,LUNC,MANA,MASK,MEMEFI,MINA,MKR,MORPHO,NEAR,NEO,NOT,OGN,OM,ONDO,ONE,ONT,OP,ORDI,PENGU,PEPE,POL,PUMP,QNT,QTUM,RENDER,RSR,RUNE,RVN,S,SAND,SEI,SHIB,SNX,SOL,STORJ,STX,SUI,SUSHI,SXP,T,TAO,THETA,TIA,TON,TRB,TRUMP,TRX,TWT,UMA,UNI,VET,VIC,WIF,WLD,WLFI,XCN,XLM,XMR,XRP,XTZ,YFI,ZEC,ZIL,ZRO,ZRX
2025-06-16,144.36456299,204.85371399,41.43208313,101.08841705,52.93472290,-95.57549286,284.48260498,136.89024353,80.78936005,141.94020081,,27.24893188,123.91592407,148.75769043,27.74191093,82.17124939,197.74487305,2.53773260,80.93582916,105.95037079,162.40667725,-82.21295166,151.79408264,153.51611328,130.23841858,216.15057373,73.88532257,332.09930420,144.96405029,-250.91085815,136.32984924,131.23826599,78.55146027,169.92631531,22.36264801,97.10237885,231.43247986,128.78839111,173.65127563,201.96049500,42.65000916,93.31675720,221.06500244,151.51580811,146.33341980,149.93031311,208.88464355,43.55381012,162.87693787,74.64810944,112.63748169,,114.90225983,346.68682861,165.05650330,297.28308105,239.73291016,-28.46729469,-80.11439514,70.46345520,103.42626953,219.00550842,55.27458191,165.28439331,81.43535614,-121.84055328,162.25007629,-30.87024307,218.88177490,54.81296921,-20.16413307,111.68195343,-86.81509399,-120.36294556,35.53882980,165.65255737,-41.10385895,159.95898438,142.72753906,49.30670166,89.39212036,-49.51900864,111.79340363,141.78109741,-75.76686096,133.87854004,187.41009521,70.05246735,106.77442932,159.55964661,3.60026836,139.48524475,107.95375061,73.74185181,145.95881653,168.42010498,275.42739868,-124.45925140,161.83807373,57.11081314,121.61531830,63.99237061,93.01178741,21.39991951,97.33847809,26.40050507,210.95745850,-84.56758881,79.45584106,138.09735107,109.52458191,95.02040100,148.29396057,281.65402222,23.08606911,153.35700989,-15.80554008,361.17327881,165.08610535,71.15337372,-59.42357635,169.51663208,165.23927307,,-71.86268616,17.19836807,72.74039459,75.87118530,48.51699448,160.82742310,118.19509888,192.95281982,63.16331100,149.18370056
2025-06-17,149.34100342,190.94126892,33.14537048,104.99239349,21.99982452,-104.20014191,286.00939941,129.70426941,62.67683411,141.96975708,,28.21701813,121.02041626,137.33021545,34.66981888,90.54742432,209.15899658,-5.21194458,80.43312073,102.72463989,145.79977417,-78.29603577,154.75173950,153.75209045,119.79695892,196.46464539,74.32442474,348.11148071,130.10260010,-253.32106018,123.35459900,126.02042389,84.10929871,161.90921021,14.71112537,90.62087250,220.33505249,127.75675201,168.46086121,200.61044312,53.36647797,97.38724518,210.23045349,149.58682251,157.49374390,140.67605591,201.69744873,40.91482162,160.09214783,69.93805695,87.04864502,,120.47640228,338.49084473,156.66398621,302.22958374,246.14532471,-30.46403694,-77.51902771,66.07775879,108.39394379,214.63255310,58.96493912,166.19375610,71.67315674,-125.83424377,149.37289429,-29.50129890,207.73605347,51.77242279,-23.87837982,108.08683777,-79.02661133,-96.50949097,28.13880348,194.31486511,-25.41058731,153.88990784,144.62542725,45.52899170,68.33163452,-52.99991989,101.57415009,136.60113525,-86.03044891,131.02873230,175.84466553,47.87044525,95.95854187,166.37147522,14.27609825,123.55299377,117.12627411,60.57288361,140.18933105,161.14366150,288.57577515,-110.94966888,165.35700989,52.97309875,102.79297638,56.34858704,100.31011963,23.74689865,87.34040070,9.27087021,188.36375427,-79.41645050,81.63577271,137.49261475,112.93984985,93.62364197,154.34230042,279.82730103,24.90927315,154.42228699,-13.30973625,370.27542114,167.85713196,71.56880188,-54.97583389,168.89984131,159.49745178,,-81.89363098,29.91708374,78.55257416,87.53611755,30.28549576,188.18099976,103.50069427,189.34245300,66.08090973,146.85902405
2025-06-18,135.75567627,179.74688721,39.95514679,105.06005096,21.62278938,-104.95289612,285.46432495,115.16976929,53.60236359,140.07247925,,34.99501038,130.17404175,140.25785828,46.12256241,100.19754028,224.33013916,0.97463012,75.74942780,105.75794220,138.97709656,-65.33402252,140.92991638,149.31854248,117.14343262,178.09063721,71.57588196,357.12081909,127.91619110,-252.04022217,119.30960083,109.12321472,87.48202515,154.35618591,15.67597771,90.06240845,214.24357605,126.52715302,167.13760376,184.53627014,64.42794037,94.11419678,210.35473633,136.35681152,172.67146301,139.36555481,200.40733337,43.56465149,159.69175720,74.64651489,71.60641479,,134.39964294,325.73318481,152.20945740,300.58364868,250.49626160,-25.03464317,-68.25099182,62.67704391,139.74703979,206.57550049,58.49435043,149.28988647,75.07225800,-127.23178864,142.85131836,-30.25974464,194.53607178,41.18574905,-9.96752262,103.45336151,-57.36404037,-75.96752930,35.00288391,203.61727905,-31.76868439,151.80221558,151.19842529,43.81356812,48.22266006,-58.11836243,100.47622681,132.31111145,-81.35031128,135.33013916,167.11087036,30.28677940,87.32254028,175.03532410,29.34239960,114.43331909,124.86044312,57.69770813,143.66246033,159.34323120,296.73757935,-104.89092255,158.52056885,71.61145020,105.70531464,40.41971588,100.54676819,31.47631073,77.50586700,8.09495449,195.97383118,-68.03878021,85.22776794,134.73770142,110.35140991,90.70742798,159.09320068,271.50387573,16.80635452,148.02267456,-6.97823620,384.34237671,174.82498169,78.11003113,-41.13373947,174.95822144,163.20716858,,-108.00595093,42.76751709,75.47544098,73.03794861,28.10992241,198.16525269,90.97061157,191.22888184,65.02799225,150.34735107
2025-06-19,136.72764587,164.86921692,48.29225540,108.67738342,20.02681732,-94.42469788,285.22598267,117.50411224,59.65782928,142.95852661,,45.34151840,137.33328247,130.37666321,48.90134048,116.12559509,240.09567261,10.53466415,68.02648163,109.11166382,143.21665955,-52.49959564,129.97308350,149.11985779,117.61378479,164.48681641,65.66255951,359.63903809,132.79034424,-255.95581055,115.37820435,86.82003784,109.89089966,155.17298889,32.09296036,86.76709747,215.33117676,125.44686890,171.49316406,176.00352478,81.54383850,87.20021820,216.50617981,135.96661377,182.31277466,134.34550476,199.06336975,45.49876022,154.23992920,90.29211426,58.42574692,,125.72970581,309.33578491,155.23928833,303.75921631,249.25579834,-20.10002708,-61.45187378,59.02149200,185.39683533,201.13838196,61.13801575,131.21015930,73.16095734,-123.20588684,154.25360107,-22.94243622,185.97821045,33.48674011,12.93872070,101.57234192,-42.54212570,-56.65918350,34.01485825,205.41490173,-43.47836685,151.16735840,161.58097839,47.83265686,39.01278687,-66.78787994,111.65359497,128.19769287,-81.12169647,140.86480713,166.96275330,27.55845261,78.58581543,182.58155823,49.05991364,94.72815704,127.60897827,51.19644928,149.85951233,160.30830383,296.40655518,-96.78148651,167.08679199,94.04927063,106.18828583,17.75765038,93.53067017,28.90071678,69.34542084,7.24759245,210.26017761,-58.10547638,96.18517303,135.43988037,112.17715454,83.78337860,166.50775146,266.71746826,8.81341743,146.75430298,2.76528144,359.93750000,205.91841125,79.50802612,-27.41292763,175.97627258,173.64294434,,-112.58087921,68.94387817,66.75181580,50.90623474,32.61842346,208.66824341,83.39336395,200.02914429,60.97637939,153.21470642
2025-06-20,128.57217407,153.18080139,39.00299454,112.01762390,17.31275368,-76.73061371,284.89459229,118.44737244,70.85764313,144.19721985,,52.73134995,144.79331970,121.41024780,35.10356140,120.39444733,260.66140747,9.81055832,68.41334534,109.75582886,136.27574158,-32.26997375,114.83914185,149.51222229,115.84617615,146.45256042,45.79788208,352.51864624,126.54562378,-262.99493408,104.70221710,75.93662262,122.63162231,155.51615906,20.16236687,86.04891968,222.16728210,124.67018127,171.41500854,158.70407104,95.53152466,83.84155273,219.32713318,136.71211243,189.44706726,127.15067291,198.43020630,49.75836182,155.63710022,107.06490326,51.09425354,,121.88418579,286.44046021,152.44132996,295.61495972,248.37928772,-10.70183468,-64.77032471,50.70742416,196.83497620,195.68782043,53.12374496,124.41236877,85.90758514,-120.74943542,162.62901306,-17.68445778,180.25733948,52.29246521,29.03379250,101.51365662,-16.21362305,-32.74487305,42.28984070,202.59008789,-54.50093460,150.83137512,162.55723572,43.00152588,29.52592659,-70.04898834,114.88094330,121.95285034,-70.22433472,133.46475220,161.23898315,23.91031265,67.73896790,186.52441406,67.99238586,79.44889069,126.99414062,45.30623245,157.60867310,168.08213806,291.07369995,-86.46210480,164.66000366,126.23600006,107.70504761,15.76706409,83.65531921,29.31678963,61.97135544,2.73534298,196.62705994,-41.36555099,120.23242188,124.59901428,102.67350006,79.77313995,174.13439941,262.59930420,6.03687620,143.27963257,8.45102596,342.30599976,222.08764648,87.82247162,-14.68600845,173.94871521,165.85411072,,-120.58409882,80.83792114,56.65326691,37.19199371,42.77370071,224.79917908,71.90872192,204.70538330,51.86780930,155.98728943
2025-06-21,125.23334503,134.11495972,29.97186279,113.79309082,19.23448372,-56.92039490,284.53125000,123.43354034,74.51776886,146.70060730,,51.58844757,161.45246887,126.80953979,40.82510757,143.26081848,264.91311646,15.71450996,61.56404495,115.91622925,135.07318115,-19.90990257,93.48664093,155.59333801,119.32952118,133.32394409,56.75129700,328.95211792,127.37867737,-224.45770264,105.84348297,60.36462402,128.44435120,162.71607971,11.90103245,90.47624207,231.53201294,123.92445374,171.23504639,120.86774445,114.03862762,64.22087860,217.94487000,139.53601074,187.89509583,125.98425293,198.14686584,58.15548325,162.25598145,116.69113159,42.63330460,,119.36282349,269.38610840,157.89593506,289.56698608,240.31044006,-1.66643012,-68.87175751,46.10803223,206.37088013,189.62466431,50.44463348,137.96302795,98.74712372,-115.89971161,167.98178101,-25.30707169,181.88824463,33.35199738,50.87585449,101.29721069,-5.59410667,-5.93129635,59.54086685,192.67759705,-72.07685089,141.42503357,164.26979065,42.07913589,31.46015167,-69.04576111,110.46909332,123.16329956,-50.59565353,126.81919861,159.22625732,27.75031662,51.41640854,203.37625122,62.07006454,68.52317810,130.65460205,38.83813095,178.66767883,178.64559937,291.24414062,-75.53002930,170.56108093,144.68257141,111.72509003,6.37077475,67.38414001,41.96340561,49.40616226,-13.01681042,177.32194519,-34.25599670,152.02980042,134.11914062,108.21286011,83.44919586,173.13479614,259.89859009,8.69313431,127.57222748,23.11057663,330.39382935,169.17083740,93.08876038,-0.43041468,171.49229431,169.72370911,,-128.43786621,100.82369995,49.56495667,17.35898590,67.65881348,219.00408936,57.46160126,215.10862732,61.94313431,158.61029053
2025-06-22,117.69588470,115.03470612,42.84865189,112.81407928,43.49391556,-40.72286987,278.00354004,117.58729553,87.49111938,151.51232910,,45.41855240,178.05577087,126.36366272,35.66501617,164.33044434,276.24346924,17.88241386,53.05461121,126.70254517,145.82049561,-0.24634552,76.49215698,163.38026428,121.74032593,118.46805573,64.14273071,313.96740723,126.39614868,-192.39236450,109.63937378,62.87022400,125.77651978,173.56262207,22.60328293,95.43849182,239.76524353,123.17819214,170.55685425,92.45907593,122.50225067,39.28361893,222.07308960,137.06001282,193.51380920,127.34280396,195.49038696,66.75657654,169.72413635,125.33042908,35.25834274,,120.68638611,253.37860107,160.41383362,285.73013306,229.24983215,3.49046063,-69.10908508,42.59175110,215.73722839,187.74249268,59.67479706,141.58695984,101.56455231,-101.23607635,176.89260864,-21.66234398,181.98820496,0.15035565,71.41414642,100.65286255,3.31375766,23.10203171,66.78166962,193.27629089,-89.56692505,144.25477600,169.84016418,44.15574265,39.18962097,-68.52140045,123.76824188,120.75436401,-44.66062164,134.85586548,157.09103394,56.26053619,47.07102966,189.62753296,70.39049530,81.43614960,129.39910889,47.47382355,184.85939026,182.99481201,284.43844604,-59.18762970,177.26254272,177.75703430,116.73934174,3.59763932,58.03166962,52.09106064,46.58554840,-19.55174446,158.46949768,-21.92082024,164.24464417,137.95619202,103.71446991,91.92527008,171.11347961,254.10324097,6.33144760,119.02261353,40.91459274,315.40420532,140.44021606,103.30646515,6.04179716,179.40951538,175.90496826,,-121.79964447,135.30470276,43.24730301,4.44388437,81.62618256,215.68818665,48.19778061,221.15521240,65.52025604,167.95588684
2025-06-23,127.20028687,104.17914581,32.16500092,108.44377899,69.08574677,-34.86260223,272.73873901,124.37948608,106.44093323,162.74676514,,49.58078384,189.22460938,147.30455017,36.78845215,189.17654419,279.73678589,26.54941559,57.68739700,137.78068542,151.22113037,22.37885284,69.35575104,173.99046326,130.50827026,112.48559570,77.38275909,307.14450073,124.66812134,-159.90562439,109.20303345,61.14637756,129.39111328,170.06375122,37.58207321,94.23143768,256.33462524,122.84568787,181.45918274,83.45698547,129.89143372,27.66622162,224.37406921,141.82653809,201.61721802,128.46932983,187.89105225,82.46808624,170.07196045,138.21614075,21.25601196,,125.80292511,247.80023193,154.78044128,290.07696533,219.40466309,10.79046345,-74.95415497,37.82076263,191.04118347,186.47085571,63.41807175,139.22450256,92.74642944,-81.88845062,218.65318298,-20.95158386,165.30348206,16.58493423,90.92916870,101.63600159,9.56541824,44.81672287,73.44767761,197.75189209,-108.75637817,144.19859314,184.60061646,50.79497528,43.17452240,-65.30937958,139.10734558,117.34899902,-45.82965469,149.40823364,147.58303833,99.07983398,54.21015930,192.15516663,74.69086456,99.39310455,126.11474609,52.51366425,184.03770447,184.33863831,277.10708618,-48.55898666,203.50849915,191.40130615,142.26618958,-10.04287338,57.40231705,58.54631042,62.54588318,-16.75053596,177.72674561,-18.01457787,170.85296631,136.25842285,114.52494049,91.27297974,175.67825317,252.27946472,16.65738869,117.93873596,47.76032257,315.92825317,143.51530457,110.00496674,11.99655151,185.19723511,176.27914429,,-100.39743042,174.93302917,42.46814346,20.84591484,101.45739746,229.55230713,44.28923798,226.41563416,73.39737701,174.78407288
2025-06-24,131.53080750,116.51454163,32.62160492,95.40840149,65.84404755,-19.72119904,266.78317261,128.91130066,115.05632782,170.02848816,,47.35765076,177.51617432,149.27592468,32.83533859,196.97941589,280.34835815,33.85183334,76.16807556,149.59579468,162.57818604,29.45570183,72.02254486,180.80377197,138.40252686,121.25906372,98.05477905,310.57830811,118.54875946,-148.72994995,111.39181519,63.80278015,116.62955475,163.70391846,47.39366531,85.73233032,256.33688354,122.72143555,178.56634521,92.09490967,124.73050690,27.24785423,224.12628174,135.03448486,200.98635864,135.56222534,176.56822205,90.18910217,171.56605530,129.70825195,10.95102310,,142.16400146,242.53059387,146.85848999,285.70043945,212.14358521,14.31683731,-82.42060089,40.57829285,146.16664124,185.31216431,67.23187256,140.01052856,89.70201874,-58.00040054,238.53686523,-15.18218517,145.97343445,27.52463531,99.42978668,108.21453094,23.60434723,61.30258179,62.61773682,198.80538940,-105.68904877,136.70143127,189.63973999,62.12075424,52.77553940,-62.36240005,148.15643311,116.64051819,-43.11293411,146.54498291,134.18084717,126.11395264,62.58644104,190.12988281,78.18226624,118.60294342,123.52141571,40.80492401,186.57824707,180.20368958,280.58901978,-49.47640228,224.31971741,199.76461792,147.56178284,-30.92922211,63.06156540,55.72888565,69.92533112,-4.30592632,192.86628723,-12.07316780,190.95039368,143.41082764,125.19493103,86.00012207,165.71440125,253.63305664,29.04487419,114.57669067,42.18488693,323.61746216,180.21632385,115.70563507,14.25653839,191.19358826,174.82745361,,-80.89574432,175.68920898,46.44988632,38.01974106,111.94925690,233.34988403,36.99533081,224.71405029,70.19951630,175.02014160
2025-06-25,134.44259644,126.81124115,17.64838791,68.21736145,71.48426056,-28.03400612,260.89886475,126.08570862,117.64962006,178.91796875,,44.13144684,172.72918701,149.45956421,21.14031601,189.02688599,292.26150513,36.45265198,93.23130035,155.16357422,159.69496155,25.11359024,78.31613159,184.48104858,144.37382507,122.98168945,115.74053192,315.69226074,122.94003296,-137.79962158,115.69007874,66.80352783,105.66615295,152.03240967,53.15682220,79.23973083,251.70762634,122.51364136,166.92979431,106.96057892,117.18772888,37.76962280,211.51831055,138.30125427,205.07720947,131.26644897,172.35316467,90.55123901,166.94097900,108.88994598,-3.50218391,,152.36677551,238.89637756,133.35722351,268.77801514,204.62335205,14.54734135,-84.25631714,36.84113312,113.75188446,185.03790283,64.72130585,129.43205261,72.40863037,-37.09577560,249.47491455,-6.47786665,122.21236420,32.83176041,85.50610352,103.34355164,24.89454460,77.92521667,57.33640671,195.60269165,-106.76335907,123.81769562,185.76211548,65.33209229,58.58848190,-56.19580841,156.17239380,109.01159668,-46.09682083,150.92514038,126.86024475,145.97549438,73.43623352,182.44424438,80.14237213,121.36690521,108.80593872,28.11551666,175.32026672,170.73712158,278.76373291,-52.74627304,221.63348389,216.02146912,144.18864441,-26.49465752,71.47501373,45.38255310,74.94784546,-0.42118052,197.49537659,-3.97315693,213.35028076,145.88043213,129.43182373,88.34860229,158.67910767,255.38546753,37.56535721,111.42071533,36.46968079,328.00106812,198.81999207,95.93740845,12.70257568,195.70056152,164.44096375,,-73.99213409,163.87887573,51.49751282,46.93849182,100.70748901,240.20388794,26.96653366,215.72500610,70.36018372,172.52117920
2025-06-26,160.60121155,125.84532166,-1.95538270,51.84089661,71.26480865,-33.42158508,262.77386475,127.53472137,120.59758759,174.30940247,,41.71373749,163.28826904,152.36003113,8.58852386,184.89599609,293.45129395,41.19570160,103.60005951,161.04107666,164.59028625,23.53333282,88.06025696,182.29252625,142.04200745,125.12140656,137.23123169,322.88513184,125.48528290,-136.06842041,124.73821259,79.56446075,95.69616699,154.39518738,55.12820816,73.59806824,239.06661987,122.34191895,147.34950256,113.21146393,113.04811859,38.15821838,202.73933411,140.19093323,193.75628662,130.85777283,168.18536377,83.61125946,162.51528931,84.32144165,-10.02514744,,161.09930420,233.80387878,127.09151459,247.73469543,191.05769348,24.30092621,-73.24924469,34.21387482,104.11751556,190.06204224,66.54743958,131.74609375,70.21858215,-12.33553410,251.85853577,4.87073326,108.16201782,40.40623474,83.27547455,100.20149994,34.82843781,64.76988983,59.40067673,193.57788086,-99.88301086,121.73548889,176.23101807,69.64405823,50.87796783,-50.52812958,156.18792725,105.85638428,-47.08758926,154.60083008,123.66242218,162.26840210,61.33766174,172.61936951,80.96073914,130.51924133,100.31808472,17.34508133,163.04190063,162.55580139,279.30258179,-56.02144241,216.27061462,223.30833435,143.99188232,-10.26980782,67.92046356,39.71143341,80.85081482,-7.50846624,199.34535217,7.96691036,210.66583252,135.20550537,135.02850342,77.30020905,149.27816772,258.18908691,46.14921951,106.99795532,25.66078377,330.30905151,223.49241638,74.28500366,12.55025864,194.12310791,151.57472229,,-60.95164871,154.45941162,55.57956314,60.31969452,83.99782562,235.13249207,18.88783836,212.72766113,70.43034363,170.49571228
2025-06-27,183.75256348,119.37643433,-12.37276649,34.63582993,99.54854584,-26.22997475,263.96984863,133.00044250,129.51156616,161.68804932,,34.18569565,156.70919800,159.33401489,5.97584105,187.03947449,292.35552979,54.78828812,111.72438049,162.30363464,176.02330017,25.26928139,89.35641479,176.40878296,160.21282959,125.07245636,142.31240845,327.73065186,134.46517944,-133.83050537,131.68774414,74.48379517,80.81584167,161.18832397,74.91241455,73.31298828,231.38400269,122.13575745,121.22799683,113.09161377,117.48121643,35.13991547,205.17550659,129.77644348,179.87908936,134.35389709,162.50955200,85.16248322,161.17390442,82.59388733,-1.09493780,,173.16908264,224.75099182,123.83094788,228.13177490,176.17927551,37.93756866,-54.54782486,34.85274124,106.20987701,172.54472351,57.63581848,129.22282410,68.95291138,5.86487961,256.19683838,6.43767834,88.90151978,45.41972351,89.49691772,95.45872498,54.14254379,66.20940399,63.52629089,191.02645874,-112.93717957,119.86470795,166.05969238,69.21038055,49.52009964,-49.27164078,160.06907654,103.89277649,-46.57791519,158.21260071,116.41130829,165.24331665,62.41764450,161.86190796,80.41900635,131.90470886,92.37510681,19.82285881,159.73838806,163.07481384,280.38726807,-48.15446091,217.59904480,231.91311646,144.37576294,18.41907883,60.76403046,36.04787445,84.41255188,-5.47386312,217.91679382,17.69857216,227.73895264,136.03993225,135.24275208,72.02727509,140.85635376,258.00433350,45.93126678,109.81066132,20.84532738,324.72238159,226.60040283,66.48454285,16.80355072,203.10614014,144.35546875,,-59.43243408,147.92584229,50.94744492,51.10632324,87.04225159,217.53565979,18.13434410,214.18499756,55.24067688,174.72200012
2025-06-28,211.09106445,118.77232361,-7.95675850,25.01620674,98.31697083,-27.37651443,266.80969238,140.07289124,131.51068115,152.01544189,,34.78896332,146.99407959,159.48112488,-4.47502947,185.39588928,285.91619873,51.93453598,118.58677673,161.78085327,168.27156067,29.25438690,105.60846710,174.07463074,169.96408081,123.70860291,155.96299744,331.24908447,122.44931030,-142.63087463,130.83769226,76.11760712,79.83966827,170.98184204,76.66222382,65.81983948,219.55567932,121.66487885,102.66957092,125.17283630,114.58850098,59.53529739,193.59561157,124.96859741,162.03033447,140.81529236,154.33087158,77.28542328,157.74449158,70.86157990,-0.25206342,-149.02616882,175.37423706,222.35713196,117.70628357,214.51762390,163.54667664,48.75304413,-35.63599777,30.21848297,100.46220398,153.94960022,57.20292282,138.78240967,51.69296646,20.20957184,247.03393555,25.56820869,73.60353088,69.66914368,97.50531006,96.00816345,58.33237839,68.24700165,62.13734818,197.80813599,-104.80313110,116.66442871,157.80667114,75.60662842,52.65227890,-45.55722427,157.75411987,103.78074646,-50.92206192,156.97444153,113.74777222,175.80648804,49.86058426,157.39143372,78.87099457,119.53421021,81.32315826,17.92013550,147.81053162,161.01354980,281.03796387,-39.91849518,235.41668701,234.24679565,140.78257751,53.69276428,70.07173157,32.34050751,90.21372986,5.93087673,226.79080200,24.23846817,244.56076050,126.32657623,137.16607666,65.87753296,133.26519775,258.55300903,43.86326218,112.65243530,18.42429924,320.58679199,230.15716553,65.90631104,5.91464901,203.27694702,139.27049255,,-44.63830185,145.54531860,48.38445282,73.46433258,75.14076233,204.02873230,14.60168934,213.46533203,46.01996613,171.46954346
2025-06-29,236.44734192,124.65726471,-14.39750290,18.55052948,97.08235168,-34.79132080,267.95812988,132.37977600,130.85122681,151.71957397,,31.24556732,139.93740845,158.00505066,-11.31980515,184.95507812,277.97180176,46.61259842,128.74276733,161.94241333,145.82949829,22.45965195,118.81350708,162.58761597,191.61836243,126.86231995,162.96087646,333.04797363,110.07865906,-147.59930420,133.00767517,87.76549530,66.80934906,178.30357361,74.40717316,65.13625336,206.11216736,120.85903931,82.45969391,132.67271423,108.48625183,79.75833130,179.61477661,128.99270630,147.64715576,148.00904846,148.06732178,80.46212769,154.80354309,52.19551086,3.17055035,-134.46072388,181.13746643,223.83685303,109.64425659,196.47975159,149.75610352,56.34823227,-18.58854866,27.80936241,67.16874695,141.33619690,54.59468079,150.11836243,51.63335419,31.02772522,237.56184387,43.10127258,61.36812210,110.31217957,96.11908722,96.53665161,66.27151489,70.25602722,61.57122803,201.18693542,-83.15601349,114.86679077,152.44140625,77.26439667,45.84565735,-33.77208710,145.61566162,101.92377472,-55.49009323,155.82637024,101.31852722,199.32493591,52.35693359,149.08306885,77.00920868,128.19551086,76.46951294,16.98464966,146.83134460,156.34455872,282.17843628,-28.94433022,243.06158447,236.46669006,141.03855896,93.07349396,92.84951782,25.11248779,97.32456970,19.68172455,234.01765442,39.63115692,261.55172729,111.22705841,138.62834167,73.61144257,124.25961304,258.88754272,43.93061447,110.22714233,9.07497025,319.44155884,236.67706299,71.96211243,-10.12929153,199.20443726,130.06987000,,-40.64719772,131.31993103,58.13047409,98.17823792,60.22935486,200.35192871,12.29007339,206.50784302,40.31916046,171.56013489
2025-06-30,260.64379883,131.17480469,-33.24370193,7.60800934,99.82998657,-60.23634720,267.57080078,129.72155762,133.00862122,170.50311279,,32.49652100,130.69783020,157.89984131,-10.85920238,192.60920715,271.90405273,39.96694946,134.00030518,161.89181519,133.08937073,12.20833397,132.60655212,145.88688660,210.74920654,134.67332458,176.36053467,332.53430176,116.87433624,-154.92614746,131.67953491,90.02033234,60.84920120,184.59794617,79.48506927,61.20248795,188.45109558,119.99075317,82.55233002,143.51625061,97.86251068,91.72254181,168.14585876,129.95198059,135.16741943,154.61882019,144.92172241,75.32321167,151.95391846,40.17675400,3.23839974,-124.58318329,182.21434021,221.97764587,106.44477844,187.17745972,130.12207031,61.31121826,12.47623825,32.78968811,59.28877258,129.60714722,63.70712662,159.62544250,50.12982941,38.73854446,232.10476685,57.13951111,51.96092224,104.20874023,95.80207062,102.31369019,60.91913605,70.70055389,72.43764496,205.21263123,-67.26883698,114.38105011,148.28291321,90.97660828,54.25484085,-28.15676117,140.88606262,101.86325073,-77.77377319,157.46612549,99.24555206,226.88131714,56.97885513,144.37036133,75.08548737,131.21212769,70.08114624,19.98427582,142.60530090,151.04743958,282.11450195,-16.27963448,257.84631348,230.55332947,130.91307068,124.80069733,112.93307495,13.97516537,97.19060516,20.04158401,247.36007690,53.91636658,271.80307007,109.93463898,153.62699890,83.02188110,114.20361328,258.26306152,43.57948685,107.18939209,1.05104017,314.89321899,240.77549744,63.69188690,-34.07901764,198.80430603,125.90763092,,-37.93098831,120.95936584,62.01471710,115.92152405,39.48630905,202.14895630,13.17713928,200.60742188,47.70015717,173.10029602
2025-07-01,262.95373535,142.12231445,-40.18181229,-0.59407806,114.36094666,-71.43115997,265.78103638,128.53616333,128.52589417,166.67335510,,28.75536728,121.95260620,146.56597900,-25.23524857,189.16268921,269.32800293,39.51759720,150.76382446,158.07756042,124.95983887,6.43418217,152.80523682,125.51203156,221.48260498,138.90502930,171.12510681,331.73074341,126.93566895,-173.81132507,127.58231354,104.97730255,56.28819656,189.65812683,88.49947357,51.36185837,182.28825378,119.13429260,78.71009827,173.56129456,88.18746948,109.75691223,166.92216492,128.16200256,139.24932861,155.60339355,139.22410583,71.70181274,143.18991089,42.24842453,8.07721424,-151.68869019,179.39202881,223.21636963,103.39517212,185.76272583,114.99449158,59.50401306,55.29325485,34.49325180,58.84311676,132.15928650,74.22389221,152.97937012,28.54702759,49.63881302,232.86683655,72.77365112,29.21254158,114.67057037,82.78536987,113.18142700,70.66497803,70.37326813,67.83415985,217.46629333,-55.15453339,119.64815521,139.74446106,90.63685608,58.81575394,-24.20174789,149.39105225,96.66544342,-107.89710999,155.62011719,95.15567017,239.73724365,67.44001770,143.07575989,73.24187469,137.95883179,63.19740677,31.10907364,141.72602844,147.27223206,282.86386108,-9.76300049,267.95846558,228.35272217,138.89065552,146.72259521,139.74348450,1.46419954,114.51679230,38.51253128,252.06515503,59.57626724,277.08215332,97.80377197,162.46163940,84.17024231,115.88229370,260.10916138,42.50531006,118.89656830,-7.95386934,309.92843628,262.78448486,60.92470169,-53.87614822,203.88189697,124.05306244,,-13.86128616,122.73489380,71.37461853,145.17568970,19.70183182,201.05862427,18.06459236,197.13954163,32.32295227,170.16912842
